feature,mutual_information,fisher_score,anova_f,anova_p,class_count,state_0_mean,state_0_std,state_1_mean,state_1_std,state_2_mean,state_2_std,state_3_mean,state_3_std
tsfresh__h__median,0.06587268527225643,0.07021980965193543,176.25172222639785,1.9226609684080066e-110,4,0.0022443871917556127,0.022475973569409106,0.002279968863518422,0.02391952329378745,0.0074799896049896055,0.01920344601026937,0.02181935817805383,0.035864518588486924
tsfresh__h__mean,0.034390645815056686,0.0004013429777836596,1.0073708742373126,0.38829048549590917,4,0.0009682699496227456,0.02171874556289123,0.001607674656201349,0.022687237297322624,0.0017043606256496881,0.013644685345377706,0.0006211018374741202,0.021572378503025614
tsfresh__h__length,0.013439001557227215,0.0,0.0,1.0,4,2560.0,0.0,2560.0,0.0,2560.0,0.0,2560.0,0.0
tsfresh__h__standard_deviation,0.4740928531697637,0.682113988359405,1712.106110782109,0.0,4,0.3386153173802126,0.0688916598645728,0.42063849672823583,0.1499768131710519,0.591168979722775,0.20046947668352408,1.1487975752525172,0.7873904641058705
tsfresh__h__variance,0.4740777191803247,0.17246662570169768,432.89123051126126,1.824629113723059e-259,4,0.11940639396339811,0.05757665772902271,0.19942978941873468,0.17260005176622245,0.3896687736682329,0.26141411558301264,1.939719611870921,3.9001083998003434
tsfresh__h__root_mean_square,0.4687821885047485,0.6815413615305886,1710.6688174417807,0.0,4,0.33933619931320397,0.06877484463514696,0.42118399108241256,0.15017033804520163,0.5913907164443565,0.2002869852361361,1.1490744516486169,0.7872822046262203
tsfresh__h__maximum,0.2957499517405393,0.4515034075827574,1133.2735530327207,0.0,4,1.5879322782480674,0.8175103716653049,1.6294929942916452,0.687530047333357,2.4829745322245325,1.070879635747098,5.569505175983437,4.882322750964973
tsfresh__h__absolute_maximum,0.3109247535232864,0.4198666725678261,1053.8653481452443,0.0,4,1.9359297018770705,1.2378594649841368,1.7459408406850025,0.7458806475935066,2.7608227650727653,1.2233440733114636,7.0647867494824,6.720861101697686
tsfresh__h__minimum,0.28864422407071455,0.4026919170057191,1010.7567116843547,0.0,4,-1.8834538093485462,1.2435632120810434,-1.6555293201868189,0.7265122888929763,-2.615945426195426,1.1819793173694113,-6.891132505175983,6.74469328773291
tsfresh__v__sum_values,0.024913908364157855,9.888105262171737e-05,0.24819144208051055,0.8626698475043839,4,2.8713584836216413,44.040033687144565,3.629868707836014,58.70532770147451,2.952255717255717,57.386538230975674,1.6610124223602474,85.9400156966583
tsfresh__v__median,0.011035474322000027,0.0003508914430094952,0.8807375219540348,0.4501869984922324,4,0.0017914979757085022,0.01793177203018498,0.0007270368448365333,0.023991570278145632,0.0017502598752598753,0.02412800722771563,0.0016516563146997934,0.035843879217808516
tsfresh__v__mean,0.024913908364157855,9.888105262169183e-05,0.24819144208051044,0.8626698475043839,4,0.0011216244076647037,0.017203138159040843,0.001417917463998443,0.022931768633388482,0.0011532248895530146,0.022416616496474872,0.000648832977484472,0.03357031863150715
tsfresh__v__length,0.013439001557227215,0.0,0.0,1.0,4,2560.0,0.0,2560.0,0.0,2560.0,0.0,2560.0,0.0
tsfresh__v__standard_deviation,0.36096382530012083,0.1726850444583784,433.4394615905301,9.053796585054758e-260,4,0.38872808847172646,0.17941874303912722,0.5372418150814856,0.2735794410848363,0.5715023433836949,0.2982062130061394,0.8095920336442102,0.6172039755369189
tsfresh__v__variance,0.361058040771133,0.08615673620105993,216.2534078646606,1.430488743283589e-134,4,0.18330061212062276,0.22687811009805925,0.36347447845634073,0.4194678382141802,0.41554187396851777,0.5471892951174757,1.0363800083587453,2.2754115443793785
tsfresh__v__root_mean_square,0.3593528526096086,0.1728338979922867,433.8130839606401,5.6163102646768195e-260,4,0.3891071372914016,0.17942534334185897,0.5378201818777135,0.2734077667586525,0.571904879911778,0.298279259963559,0.8101833155300528,0.6173413892432045
tsfresh__v__maximum,0.15132210635021348,0.03846885830841579,96.55683435412375,2.539729512858607e-61,4,2.6848888479941113,4.224108825894135,2.1642293720809547,1.2730455840074388,2.396029106029106,1.4503124336080122,4.2754233954451335,5.150686405827002
tsfresh__v__absolute_maximum,0.16449739598366353,0.038947795352484105,97.75896633473512,4.502155821207358e-62,4,2.921659182922341,4.521370846479657,2.2807794499221585,1.3701553791384207,2.6453097713097713,2.043581465089546,4.609022774327122,5.330863133191748
tsfresh__v__minimum,0.15536596373616574,0.04014828627727077,100.77219855594964,5.90812793455056e-64,4,-2.6474298859035703,3.9479849636775586,-2.160813181110534,1.319832071834861,-2.5067463617463615,1.962522168025615,-4.286560041407867,4.919492697382946
