feature,target_column,split_scope,n,pearson,abs_pearson,spearman,abs_spearman,kendall,abs_kendall
h__time__mean,piecewise_rul_norm,fit,5405,-0.11301743710271192,0.11301743710271192,-0.13048210334005683,0.13048210334005683,-0.09809959175440941,0.09809959175440941
h__time__std,piecewise_rul_norm,fit,5405,-0.7957534588498988,0.7957534588498988,-0.7566694366517452,0.7566694366517452,-0.630818859733566,0.630818859733566
h__time__rms,piecewise_rul_norm,fit,5405,-0.7957198413302506,0.7957198413302506,-0.7566721508031271,0.7566721508031271,-0.6308266125441025,0.6308266125441025
h__time__mean_abs,piecewise_rul_norm,fit,5405,-0.805561885724729,0.805561885724729,-0.7579798887447053,0.7579798887447053,-0.6320028530555095,0.6320028530555095
h__time__ptp,piecewise_rul_norm,fit,5405,-0.7305004342291136,0.7305004342291136,-0.6669650826948382,0.6669650826948382,-0.5492164401713571,0.5492164401713571
h__time__skewness,piecewise_rul_norm,fit,5405,0.04702367547205687,0.04702367547205687,-0.217664900562124,0.217664900562124,-0.16536595781987118,0.16536595781987118
h__time__kurtosis,piecewise_rul_norm,fit,5405,0.019088871299232996,0.019088871299232996,-0.0947970977048225,0.0947970977048225,-0.0725010041027477,0.0725010041027477
h__time__crest_factor,piecewise_rul_norm,fit,5405,0.04439727408368881,0.04439727408368881,0.04479420856223,0.04479420856223,0.03414526610817182,0.03414526610817182
h__time__impulse_factor,piecewise_rul_norm,fit,5405,0.04404265321856878,0.04404265321856878,0.040059355346758196,0.040059355346758196,0.030548359599232244,0.030548359599232244
h__time__clearance_factor,piecewise_rul_norm,fit,5405,0.043991410823808294,0.043991410823808294,0.037922189703307005,0.037922189703307005,0.028927823407075982,0.028927823407075982
v__time__mean,piecewise_rul_norm,fit,5405,-0.06968664726841581,0.06968664726841581,-0.14402225058889856,0.14402225058889856,-0.1101315561271339,0.1101315561271339
v__time__std,piecewise_rul_norm,fit,5405,-0.6957855588623099,0.6957855588623099,-0.7134504183112289,0.7134504183112289,-0.5870514611944526,0.5870514611944526
v__time__rms,piecewise_rul_norm,fit,5405,-0.6956948887803371,0.6956948887803371,-0.7134524333761831,0.7134524333761831,-0.5870558345747553,0.5870558345747553
v__time__mean_abs,piecewise_rul_norm,fit,5405,-0.7113538964277806,0.7113538964277806,-0.7297686077235613,0.7297686077235613,-0.6017623197925817,0.6017623197925817
v__time__ptp,piecewise_rul_norm,fit,5405,-0.6233178563098137,0.6233178563098137,-0.6041927244038602,0.6041927244038602,-0.49390991633662107,0.49390991633662107
v__time__skewness,piecewise_rul_norm,fit,5405,-0.09649501488084364,0.09649501488084364,0.15515062224658127,0.15515062224658127,0.08457053978807247,0.08457053978807247
v__time__kurtosis,piecewise_rul_norm,fit,5405,0.17528498112741173,0.17528498112741173,-0.14623491505530556,0.14623491505530556,-0.07913939782218664,0.07913939782218664
v__time__crest_factor,piecewise_rul_norm,fit,5405,0.05392768852595468,0.05392768852595468,-0.10983027281667641,0.10983027281667641,-0.0762088354393643,0.0762088354393643
v__time__impulse_factor,piecewise_rul_norm,fit,5405,0.07836132910302365,0.07836132910302365,-0.10388351903937071,0.10388351903937071,-0.06906193686473207,0.06906193686473207
v__time__clearance_factor,piecewise_rul_norm,fit,5405,0.08820825826260999,0.08820825826260999,-0.10274697319480736,0.10274697319480736,-0.06705177224560988,0.06705177224560988
mag__time__mean,piecewise_rul_norm,fit,5405,-0.763051690814284,0.763051690814284,-0.7488276800258004,0.7488276800258004,-0.6223317188861766,0.6223317188861766
mag__time__std,piecewise_rul_norm,fit,5405,-0.7084937384351058,0.7084937384351058,-0.7094803030118036,0.7094803030118036,-0.5868051603674063,0.5868051603674063
mag__time__rms,piecewise_rul_norm,fit,5405,-0.7507267094027811,0.7507267094027811,-0.7428766542200012,0.7428766542200012,-0.6168747342185021,0.6168747342185021
mag__time__mean_abs,piecewise_rul_norm,fit,5405,-0.763051690814284,0.763051690814284,-0.7488276800258004,0.7488276800258004,-0.6223317188861766,0.6223317188861766
mag__time__ptp,piecewise_rul_norm,fit,5405,-0.6653578514323244,0.6653578514323244,-0.6078249453053844,0.6078249453053844,-0.49804681075449825,0.49804681075449825
mag__time__skewness,piecewise_rul_norm,fit,5405,0.13013445446143923,0.13013445446143923,-0.14606052056680227,0.14606052056680227,-0.09287598656288706,0.09287598656288706
mag__time__kurtosis,piecewise_rul_norm,fit,5405,0.12009138719659991,0.12009138719659991,-0.14995104674054688,0.14995104674054688,-0.09849597904184311,0.09849597904184311
mag__time__crest_factor,piecewise_rul_norm,fit,5405,0.03953678000601633,0.03953678000601633,-0.04811859840745314,0.04811859840745314,-0.034116043976149375,0.034116043976149375
mag__time__impulse_factor,piecewise_rul_norm,fit,5405,0.05511099933070585,0.05511099933070585,-0.051635444389506596,0.051635444389506596,-0.03612382311510648,0.03612382311510648
mag__time__clearance_factor,piecewise_rul_norm,fit,5405,0.06135813461215756,0.06135813461215756,-0.053797264130043564,0.053797264130043564,-0.037480763749019465,0.037480763749019465
h__spectral__centroid,piecewise_rul_norm,fit,5405,0.10363202036161626,0.10363202036161626,0.10485400235048424,0.10485400235048424,0.06106560856131134,0.06106560856131134
h__spectral__bandwidth,piecewise_rul_norm,fit,5405,0.5686281155004402,0.5686281155004402,0.6125958250387592,0.6125958250387592,0.49917235981239677,0.49917235981239677
h__spectral__rms_frequency,piecewise_rul_norm,fit,5405,0.22768459553032488,0.22768459553032488,0.17822831121477498,0.17822831121477498,0.12201860257982872,0.12201860257982872
h__spectral__peak_frequency,piecewise_rul_norm,fit,5405,-0.2976107659619236,0.2976107659619236,-0.3575575946830936,0.3575575946830936,-0.2879133635668197,0.2879133635668197
h__spectral__entropy,piecewise_rul_norm,fit,5405,0.21227711402428664,0.21227711402428664,0.03727833501520275,0.03727833501520275,0.017266403619996647,0.017266403619996647
v__spectral__centroid,piecewise_rul_norm,fit,5405,-0.11232309796624147,0.11232309796624147,0.025808274048445264,0.025808274048445264,0.006157222491137394,0.006157222491137394
v__spectral__bandwidth,piecewise_rul_norm,fit,5405,0.14214465999928355,0.14214465999928355,0.15325317790765228,0.15325317790765228,0.12034896525427419,0.12034896525427419
v__spectral__rms_frequency,piecewise_rul_norm,fit,5405,-0.012755815431284054,0.012755815431284054,0.1001294349197625,0.1001294349197625,0.054266194930728325,0.054266194930728325
v__spectral__peak_frequency,piecewise_rul_norm,fit,5405,-0.41298831314633655,0.41298831314633655,-0.5472039325777245,0.5472039325777245,-0.4372928018447476,0.4372928018447476
v__spectral__entropy,piecewise_rul_norm,fit,5405,-0.18228467889664,0.18228467889664,-0.2537871504216489,0.2537871504216489,-0.19822674225414486,0.19822674225414486
mag__spectral__centroid,piecewise_rul_norm,fit,5405,-0.08084744631348856,0.08084744631348856,0.15891402402537902,0.15891402402537902,0.09729409461866148,0.09729409461866148
mag__spectral__bandwidth,piecewise_rul_norm,fit,5405,-0.1725771961817283,0.1725771961817283,-0.16391423742903188,0.16391423742903188,-0.12944818055402502,0.12944818055402502
mag__spectral__rms_frequency,piecewise_rul_norm,fit,5405,-0.09137866642790347,0.09137866642790347,0.11683963318294896,0.11683963318294896,0.06311930819344658,0.06311930819344658
mag__spectral__peak_frequency,piecewise_rul_norm,fit,5405,-0.0657931257976791,0.0657931257976791,0.035774456198434446,0.035774456198434446,0.03182022108123463,0.03182022108123463
mag__spectral__entropy,piecewise_rul_norm,fit,5405,-0.04201663079286828,0.04201663079286828,0.21908964010206516,0.21908964010206516,0.14371215920122576,0.14371215920122576
