feature,healthy_mean,fault_mean,mean_shift,cohens_d,auc,auc_raw,auc_abs,healthy_std,fault_std
mag__time__rms,0.9435931660320983,2.1944276870612223,1.250834521029124,1.4308701413601226,0.9685006042839877,0.9685006042839877,0.9685006042839877,0.3185124854255144,1.194538610752132
mag__time__mean_abs,0.8184497384305262,1.924200682353956,1.1057509439234297,1.4591091205639493,0.9729879057488405,0.9729879057488405,0.9729879057488405,0.25855963460376347,1.0400709821473035
mag__time__ptp,3.842890428386035,8.335519823311339,4.492629394925304,1.2246153289878963,0.8727921348796146,0.8727921348796146,0.8727921348796146,2.044482860875405,4.76837591258204
mag__time__skewness,0.880102760361581,0.8124778543157637,-0.06762490604581728,-0.2625971854543845,0.6075651212425108,0.6075651212425108,0.6075651212425108,0.32562736164412615,0.16310539412657504
mag__time__kurtosis,1.1109757341065314,0.8492004347110178,-0.2617752993955136,-0.270137397038047,0.6091333453332991,0.6091333453332991,0.6091333453332991,1.192967035768043,0.6744821378604277
mag__time__crest_factor,3.875228092970338,3.782970940654925,-0.0922571523154132,-0.14464749594932536,0.5355876126068211,0.5355876126068211,0.5355876126068211,0.75176230832682,0.4984459708761549
mag__time__impulse_factor,4.4558607045007115,4.315177957501379,-0.1406827469993326,-0.17632718018581375,0.5391293167733807,0.5391293167733807,0.5391293167733807,0.9567428666121631,0.598142337515259
mag__time__clearance_factor,4.849480888972465,4.6790094751740785,-0.1704714137983867,-0.18899272283072477,0.5410678255204985,0.5410678255204985,0.5410678255204985,1.0888438169873838,0.6645500120322585
h__spectral__centroid,5614.795962290965,5329.571567380396,-285.22439491056866,-0.25453531594956885,0.570868026091354,0.429131973908646,0.570868026091354,1241.0461276721564,985.4716944554016
h__spectral__bandwidth,3949.5500091740487,3108.790672065493,-840.7593371085559,-1.5867493458992508,0.88292593449733,0.11707406550267,0.88292593449733,553.5995750213692,505.0114173306764
h__spectral__rms_frequency,6872.371287925225,6218.394928052073,-653.9763598731524,-0.6009238784259789,0.6120313370533227,0.3879686629466773,0.6120313370533227,1319.8711431425868,791.6236767140996
h__spectral__peak_frequency,628.3997844827586,1124.7179110738255,496.31812659106686,0.7502517473674274,0.742035451327282,0.742035451327282,0.742035451327282,650.8951440334338,672.007300673499
h__spectral__entropy,0.8252513750424696,0.7986708919133962,-0.02658048312907335,-0.3969750178137955,0.5425453641561024,0.4574546358438975,0.5425453641561024,0.02773981519415204,0.09053803294011337
v__spectral__centroid,3672.4465038797757,3769.2881470733105,96.84164319353476,0.1053463621775546,0.5368566946951581,0.46314330530484193,0.5368566946951581,1076.974126872496,728.1741929480042
v__spectral__bandwidth,3599.176101777637,3325.822866746098,-273.35323503153904,-0.40168903553222984,0.5949593286876322,0.4050406713123677,0.5949593286876322,870.6638795971617,410.0377705937395
v__spectral__rms_frequency,5147.667408352124,5046.74015167035,-100.92725668177354,-0.0929545175231171,0.5776317210522255,0.4223682789477745,0.5776317210522255,1363.957862121605,705.275369445062
v__spectral__peak_frequency,448.3920019157088,1072.6184983221476,624.2264964064389,1.4573634192655816,0.8652772420650227,0.8652772420650227,0.8652772420650227,534.247946468008,285.4913007896975
v__spectral__entropy,0.7487114845177731,0.7615952372216869,0.012883752703913731,0.20218959407239248,0.6306713980817198,0.6306713980817198,0.6306713980817198,0.039562627726838696,0.08096645884888247
mag__spectral__centroid,5053.0094091034425,5146.6062514389505,93.59684233550797,0.09177193462936283,0.6180150342427593,0.3819849657572407,0.6180150342427593,1290.9020392854068,643.353529816456
mag__spectral__bandwidth,3860.6439551836133,3985.2409781729466,124.59702298933325,0.48833594143014797,0.601306967694378,0.601306967694378,0.601306967694378,296.0347289096573,206.30688098075177
mag__spectral__rms_frequency,6391.930635246985,6518.157767823506,126.2271325765214,0.1379490148806561,0.589973342933306,0.410026657066694,0.589973342933306,1155.3195346425234,582.9126595715273
mag__spectral__peak_frequency,131.0552362707535,137.4549077181208,6.399671447367297,0.022556708852973506,0.5223463361533252,0.4776536638466749,0.5223463361533252,247.1344741035727,316.0896902717162
mag__spectral__entropy,0.9016968239098434,0.9013318243087944,-0.00036499960104896534,-0.006138212805069176,0.6597555435555899,0.34024445644441015,0.6597555435555899,0.06547691027004668,0.05276920752378991
