feature,healthy_mean,fault_mean,mean_shift,cohens_d,auc,auc_raw,auc_abs,healthy_std,fault_std
h__time__mean,-0.00025169566629696944,0.008417425383696584,0.008669121049993553,0.3243685456054782,0.5843534161330968,0.5843534161330968,0.5843534161330968,0.024731986660338875,0.028581507602888905
h__time__std,0.6362648957412098,1.5704497325063118,0.934184836765102,1.5804097009515277,0.978822803363419,0.978822803363419,0.978822803363419,0.20274272965105142,0.8109875344638955
h__time__rms,0.6367466748190683,1.5707709008696429,0.9340242260505746,1.5802767085549307,0.9788248605003985,0.9788248605003985,0.9788248605003985,0.20273884334450393,0.8109128658450852
h__time__mean_abs,0.5037303858389871,1.244063883814477,0.74033349797549,1.6217891432343399,0.9798076576924066,0.9798076576924066,0.9798076576924066,0.15632602994500266,0.6263639187392726
h__time__ptp,6.085404022138847,14.16811585586343,8.082711833724584,1.337588038942249,0.9124535644183873,0.9124535644183873,0.9124535644183873,2.8074869222134304,8.071412716044145
h__time__skewness,-0.008671050959369061,-0.007017616888796659,0.0016534340705724026,0.03144226243080786,0.6530276770637798,0.6530276770637798,0.6530276770637798,0.024690916992418276,0.07014990183340385
h__time__kurtosis,0.18912488490083393,0.14707997614812068,-0.042044908752713245,-0.15106133057406168,0.5667204950842998,0.5667204950842998,0.5667204950842998,0.28305757857952446,0.27352083740370464
h__time__crest_factor,4.860870393655353,4.669386900832744,-0.19148349282260924,-0.2506946396772828,0.5348825289070602,0.4651174710929397,0.5348825289070602,0.8723930931943663,0.6369826079562309
h__time__impulse_factor,6.138645136587288,5.887472911197717,-0.2511722253895705,-0.2492283061246953,0.5315415670240942,0.4684584329759058,0.5315415670240942,1.1532365227041335,0.8374760937395676
h__time__clearance_factor,7.272003040568681,6.969585564707069,-0.3024174758616116,-0.2483461373009118,0.5299099145431013,0.4700900854568987,0.5299099145431013,1.3945468008801636,1.0104212090824771
v__time__mean,0.0014366595456814953,0.00824872156686129,0.006812062021179794,0.24623938320284672,0.5990439455887269,0.5990439455887269,0.5990439455887269,0.021908855622562694,0.03241355973271004
v__time__std,0.6949241903576556,1.525892658027105,0.8309684676694494,1.2746964892470058,0.9471874651786708,0.9471874651786708,0.9471874651786708,0.248731195411887,0.8877315941339053
v__time__rms,0.6952939568448924,1.5261276356826967,0.8308336788378043,1.2742127574059452,0.9471902080279772,0.9471902080279772,0.9471902080279772,0.24866687241283864,0.8879577168492451
v__time__mean_abs,0.5392222990189051,1.2042299364381388,0.6650076374192337,1.2942794575459065,0.9591786880608911,0.9591786880608911,0.9591786880608911,0.17594805060071103,0.7050064142394482
v__time__ptp,6.716378861764686,13.810882448350023,7.094503586585337,1.218918102145933,0.8728493061448395,0.8728493061448395,0.8728493061448395,3.6152479623646436,7.394756681641772
v__time__skewness,-0.09187685767028961,-0.09606885080841729,-0.004191993138127681,-0.0368736508565515,0.6196178868060376,0.38038211319396237,0.6196178868060376,0.1398189125007729,0.07936863283833524
v__time__kurtosis,0.5204755720925461,0.3386073044428666,-0.18186826764967956,-0.2818916177123958,0.6131322481935766,0.6131322481935766,0.6131322481935766,0.8047287722845131,0.43000299282395593
v__time__crest_factor,4.840196984013964,4.824258329960058,-0.015938654053906376,-0.020617250118523136,0.587683063762675,0.587683063762675,0.587683063762675,0.9539653179780989,0.5340749914556255
v__time__impulse_factor,6.214003244317414,6.126122420112487,-0.0878808242049276,-0.078698588564567,0.584694386587467,0.584694386587467,0.584694386587467,1.4007560389147105,0.7292551319713444
v__time__clearance_factor,7.421376772922412,7.275976301987468,-0.1454004709349439,-0.1032023885309297,0.5843073019791373,0.5843073019791373,0.5843073019791373,1.7778016965733017,0.8996357613473497
mag__time__mean,0.8184497384305262,1.924200682353956,1.1057509439234297,1.4591091205639493,0.9729879057488405,0.9729879057488405,0.9729879057488405,0.25855963460376347,1.0400709821473035
mag__time__std,0.4681884518764523,1.0538496686208698,0.5856612167444175,1.337549495311225,0.9432785620612513,0.9432785620612513,0.9432785620612513,0.18948556910889078,0.5895255112290707
