feature,mutual_information,fisher_score,anova_f,anova_p,class_count,state_0_mean,state_0_std,state_1_mean,state_1_std,state_2_mean,state_2_std,state_3_mean,state_3_std
h__time__mean,0.0,0.016125669960540944,2.3543478142557315,0.07143132568644987,4,-0.002058127155166754,0.018186419584894534,-0.0003978597762633958,0.01637782115845679,0.003414734394696397,0.017018237176342314,-0.002287938286407428,0.020886059776919434
h__time__std,0.7810160421393635,1.692811322093603,247.1504530256672,8.092922187272541e-94,4,0.6301621494747434,0.11372041781745165,1.3945337673322205,0.9312485654716818,2.4091078363280163,0.8832799992121653,3.530397357242067,1.1270243379314882
h__time__rms,0.7820276154077239,1.6926782280027712,247.13102128840572,8.180881253148901e-94,4,0.6304178442060143,0.1137760585999994,1.3946684524545145,0.9311909675084323,2.409182923287502,0.883245745539011,3.5304620595391656,1.1270175094561588
h__time__mean_abs,0.8328935539189941,1.6527266769599565,241.2980948361553,2.1508559959887846e-92,4,0.49204513919287995,0.0798376100308974,1.0818017790027812,0.7254928786929059,1.8525486475107449,0.672677120654015,2.713943820659819,0.8859245372307464
h__time__ptp,0.6499288657755664,1.849934703088718,270.090466650953,3.3209913023810325e-99,4,7.951129600405693,3.7437580838522675,16.728331662912286,10.248347675993026,30.923881168876374,11.798960471512192,41.71154896418253,9.572874148044418
h__time__skewness,0.2675094436133738,0.22401738469644417,32.70653816569006,4.300573899796248e-19,4,0.014384297861819152,0.030910574002018215,-0.07781599674120156,0.08918393551955041,-0.02091733741115915,0.12845159678142615,-0.09122538683940269,0.10675997585638036
h__time__kurtosis,0.23483480273801227,0.003962887154560203,0.578581524565791,0.6293375875329257,4,0.9514418139981652,1.0359426774644227,0.999650268402199,0.9751206210646147,1.0649380295036726,0.5908170048292678,1.0983983556797123,0.6026843892137497
h__time__crest_factor,0.22801425412084697,0.0150888779201302,2.202976176339012,0.08705595187077267,4,6.455233971941212,2.2821813628625667,6.643714640575243,1.4917457816310493,7.0072392372742005,1.2290195224760447,6.621463632935994,1.2743785659557294
h__time__impulse_factor,0.24826751235249,0.017995912513829575,2.6274032270191223,0.04985915641541952,4,8.29308038881538,3.0661674403476704,8.57254100520343,2.0255881893782552,9.101913796278206,1.5808581918045872,8.634523208443802,1.6839107427054316
h__time__clearance_factor,0.2520408358332329,0.0211676254027159,3.0904733087965246,0.02692845677194771,4,9.882232755515215,3.7108787405091466,10.25091328567698,2.4803180522900607,10.942695083782612,1.8965729128173403,10.398504293910982,2.0498228227158117
v__time__mean,0.0,0.0018434281387645513,0.269140508260812,0.8476488240778857,4,-0.001356248393934683,0.021005431768675302,-0.002428602063375954,0.01968549978978454,0.00014598548873089227,0.022852989113279185,-0.0003268160453077826,0.030711549175934775
v__time__std,0.9752099099332967,1.7782055962148053,259.61801704736223,8.763605930996105e-97,4,0.5865972492228694,0.04834448854943097,1.5395657314546316,1.0979504994827383,2.644693422470475,0.9901493393438073,4.828443797002959,1.9951490627725141
v__time__rms,0.9803019743922512,1.7780104792982736,259.58952997754847,8.899268081677865e-97,4,0.5869642470232008,0.0484722875355036,1.5397169077968973,1.0979176661472143,2.644794000173372,0.9901444289252359,4.828550381116012,1.9951275163719076
v__time__mean_abs,0.9828310531502749,1.8261321757411866,266.6152976582142,2.079592197521371e-98,4,0.46591990070041023,0.03717613502255118,1.1950976592429883,0.827543419014595,2.1131338944055607,0.7899953468238182,3.8976394765721913,1.6458063106947856
v__time__ptp,0.7268726769190881,1.8012103148868464,262.97670597347957,1.443324394955797e-97,4,5.526051297783852,1.0078968268810722,13.702412411174944,8.755083511819716,23.03692964570863,9.354184187863636,37.06562121709188,12.261960285732313
v__time__skewness,0.30658303480322613,0.12313983073976549,17.978415288009206,5.0839181011498225e-11,4,0.023799451570336055,0.04208905597246351,-0.03696588894078311,0.1258642651336326,-0.07113230404889266,0.10653088648601663,-0.037499944179772274,0.18174903620532432
v__time__kurtosis,0.3136440668225655,0.5073852492533634,74.07824639099357,9.073936039047982e-39,4,0.1574422520961925,0.13646679476510248,0.3783453925786442,0.4207754116753112,-0.014857244191760663,0.18826791800549256,-0.18472253795611712,0.2201715084942367
v__time__crest_factor,0.14582663784268224,0.09218376801636621,13.458830130389515,2.042558443587259e-08,4,4.955874947705525,0.710593520409331,4.878606866755823,0.9856110703164146,4.580567372863344,0.7494018713972437,4.248645596890229,0.7336202181759857
v__time__impulse_factor,0.19477225029069567,0.11245321497713283,16.418169386661468,3.9681344191974183e-10,4,6.244095992799115,0.910552242890264,6.2250521197022275,1.2672249526795645,5.737597090179048,0.9491792983821984,5.281571695788384,0.9380223635058971
v__time__clearance_factor,0.14276768402498696,0.12283712560993447,17.934220339050423,5.387393537673296e-11,4,7.387744604274582,1.084771120216585,7.416610494640971,1.5220267854955043,6.773910783610894,1.123359651512792,6.2101557167184245,1.1279130506702715
mag__time__mean,0.9071761640755425,1.9786372797757517,288.88104284726035,2.1146231399941731e-103,4,0.7520156530774396,0.09275795759381977,1.7757751696558595,1.1791148966129639,3.111426722298525,1.0801064389207709,5.241176154704019,1.8923380237937313
mag__time__std,0.8111956693293314,1.8732449962685034,273.493769455203,5.590417305561765e-100,4,0.42204981893801763,0.07064424187623893,1.1028870940070745,0.7926655873233546,1.8197581263537626,0.6328355965775148,3.000558278491538,0.9876956750277582
mag__time__rms,0.8955730630600123,1.9678800422080382,287.31048616237416,4.666027507575091e-103,4,0.862525172588285,0.1153194103258259,2.0918086791694517,1.4186981771279965,3.6065046550423747,1.2460862215413928,6.043176866228814,2.1236235008831232
mag__time__mean_abs,0.9071761640755425,1.9786372797757517,288.88104284726035,2.1146231399941731e-103,4,0.7520156530774396,0.09275795759381977,1.7757751696558595,1.1791148966129639,3.111426722298525,1.0801064389207709,5.241176154704019,1.8923380237937313
mag__time__ptp,0.605116246550579,1.8881626155797584,275.67174187464457,1.800987472968376e-100,4,4.550757547435357,2.0591148779342117,9.639942299364552,5.969807725014579,17.518091576289326,6.449446967911632,24.158272884465728,5.794640547428475
mag__time__skewness,0.3089101410645747,0.07407006499517332,10.814229489295558,7.233429554561335e-07,4,1.0496281559671587,0.36707060982541295,1.1372102807730855,0.3284536044185501,0.9844591158029196,0.19804953109160323,0.8682553300920667,0.24661390999682364
mag__time__kurtosis,0.3325699086523479,0.10490263261697548,15.315784362078432,1.7112540929724101e-09,4,2.738698310593145,2.7184260794092014,2.1623936155376415,1.9769986127769525,1.5323686372271244,0.9114471367302487,0.8949848186001084,0.7360109229697465
mag__time__crest_factor,0.1179841812480289,0.049941217574122926,7.291417765821939,8.820659545490243e-05,4,5.085359880908657,1.6973725426179838,4.76555937947403,1.1476676204721314,4.8689150783225665,0.752105351143763,4.181504980261758,0.7069385667985246
mag__time__impulse_factor,0.17030069750920696,0.042434511760315596,6.195438717006085,0.00039555118328573507,4,5.842811164137402,2.0055201840052677,5.568750617187162,1.3885226186328492,5.648254071491763,0.9103160534172431,4.8442670395776215,0.8756796006729786
mag__time__clearance_factor,0.2020641229303317,0.0382585512860215,5.585748487759141,0.0009110520069779641,4,6.34837667593405,2.198918973222136,6.107954291782256,1.5451423321413662,6.185039516465413,1.0240752136704596,5.305767936649529,0.9988590508321148
h__spectral__centroid,0.47731542290629947,0.6593867644281473,96.27046760650953,7.177546807853778e-48,4,5625.67004631452,890.9215060160792,4372.009437244445,1548.814528054782,3648.190484781525,705.144924117481,3690.9951387997244,776.2184244531622
h__spectral__bandwidth,0.4517718930460106,0.308305788997299,45.012645193605636,2.256285961696703e-25,4,3560.6826757539397,85.60313613486763,3761.994963713758,548.0745566182505,4027.498687945332,289.3017132841711,3964.6982056919073,400.4715684340611
h__spectral__rms_frequency,0.37075905357395755,0.3109184406189224,45.394092330362604,1.4622556130525805e-25,4,6672.7176165266765,776.2301361756644,5824.1271586974635,1430.3243085435588,5447.0217986482085,664.0164644200322,5427.121586855494,807.1683702496714
h__spectral__peak_frequency,0.9638339367296813,0.005032893072651366,0.7348023886070998,0.531675594235891,4,826.71875,614.9243874317401,888.3503871681415,273.4014190307296,833.2659040178571,305.13822114205186,899.3832236842105,253.02682709641596
h__spectral__entropy,0.6348340176942773,1.372189657915568,200.33969005577038,8.862355311929207e-82,4,0.8560935548880163,0.026795568394748493,0.7370831023469837,0.10444224766180292,0.6608850538107297,0.06330189307947702,0.7000613400614654,0.06879470091564865
v__spectral__centroid,0.6585032678405784,1.340957591625392,195.77980837730718,1.6068598120376053e-80,4,4441.28919974101,993.3518591529822,2819.141553887835,1347.0644281892248,2119.507964109346,373.3429009403929,1685.0002070954515,376.3715566003591
v__spectral__bandwidth,0.5428413047249971,0.690293191606794,100.78280597459202,1.278471593107399e-49,4,4076.940178142112,445.5694321077486,3415.505656092285,876.5673307002694,3196.1537061558492,371.3028096108158,2710.1597512802227,434.00267733762377
v__spectral__rms_frequency,0.6573386293846313,1.0711819744974869,156.392568276633,6.750908540076267e-69,4,6041.534908137716,1015.6903861662188,4459.375013893728,1519.9228046383123,3837.011282384466,512.1597800086448,3193.3684350973417,562.6752932633106
v__spectral__peak_frequency,0.8634329938646013,0.05540015025778625,8.088421937636795,2.9644439607369824e-05,4,582.6318359375,529.1037702827678,762.9839601769911,306.6299890281029,785.8328683035714,249.53088606085583,747.094298245614,215.4035894844259
v__spectral__entropy,0.6841390529360678,3.5564836223596457,519.2466088648567,8.51065975705213e-144,4,0.7897302448782383,0.03139657211666207,0.6202886534453912,0.0916745554796708,0.5464472467134386,0.04820573348489418,0.5261843925456466,0.04627874130546953
mag__spectral__centroid,0.6837637591672392,1.4581420817274346,212.88874393220536,3.6962592324164645e-85,4,5424.813490689754,645.6391294003953,3726.8974764974014,1312.8047289271515,3345.725860679965,464.6527008139357,2963.208100812702,445.45840643531886
mag__spectral__bandwidth,0.3725843890007652,0.13134534638209275,19.17642057178546,1.0612337011161853e-11,4,3998.9555889965923,96.98108332262062,3778.0088532677532,582.4496831331098,3943.3323035218064,209.57508672676036,3665.3366465863755,288.6482779829736
mag__spectral__rms_frequency,0.6581445723012722,1.012806664926138,147.86977307921612,3.488202170626155e-66,4,6749.62072940949,537.7010662047034,5342.761420680995,1296.4258509650163,5177.136941185758,448.13851918941,4717.543169294062,491.76462624353866
