feature,mutual_information,fisher_score,anova_f,anova_p,class_count,state_0_mean,state_0_std,state_1_mean,state_1_std,state_2_mean,state_2_std,state_3_mean,state_3_std
h__time__mean,0.04129114373107612,0.004817697048365312,1.8965667380427846,0.1283470536570694,4,0.0028849469427487105,0.026484056938357092,-0.0003882607839252744,0.018555120808255183,0.0015263535120480548,0.017738023657873143,-0.0016117638904922674,0.021374390714242266
h__time__std,0.9880487983670523,4.6209834962811405,1819.1271697026814,0.0,4,0.38252293075843874,0.03975520529839542,0.7716564413061401,0.5433383623895508,2.3994451985930807,0.9492265279736876,3.9614790573124137,0.8755128036432984
h__time__rms,0.9891167280775524,4.618971163494647,1818.3349813623965,0.0,4,0.3834712659882443,0.03954472476187763,0.7719081553502563,0.543297784287609,2.399531529439121,0.9491752572240048,3.9615363399309906,0.8755160082120809
h__time__mean_abs,0.9885190029765545,4.621710076525679,1819.4132001256212,0.0,4,0.30588098062705255,0.0313815525386418,0.6027409192618388,0.43281900746050417,1.8511138190613845,0.7405927158408724,3.08510090019474,0.6460209731041288
h__time__ptp,0.976178468940659,4.586166060071529,1805.4207056481616,0.0,4,3.185714526990194,0.4248767837128797,8.97671540221826,4.743989385393641,22.012052995741634,8.192556765601832,36.241005595241276,9.40303790670429
h__time__skewness,0.38303601533100107,0.42165734208498806,165.99244033413186,8.910120056949617e-90,4,-0.00703326056000701,0.018009291906478434,-0.06082334771990199,0.11371470767000276,-0.19201465677557372,0.2488022255212335,-0.22501028006332438,0.17129324172068677
h__time__kurtosis,0.6155348414960595,0.6515432117968707,256.49084437736894,3.7404110876110054e-128,4,0.007222110531782048,0.041774028258215044,0.872031156829803,0.7528399317023876,0.8136928001521554,0.7726307732719719,0.6789109482731158,0.5643389083020743
h__time__crest_factor,0.48237881588306575,1.071371277870939,421.7631597218605,3.5091707806572243e-186,4,4.31708042768364,0.30016933625759906,6.5186434360917325,1.5146822661508546,5.105297115229425,0.7783754644014593,5.168087481214747,0.6895936801481609
h__time__impulse_factor,0.506010500557351,1.1061678810582414,435.4614225099282,1.8889838141249648e-190,4,5.412085718855159,0.37921878661080854,8.36089557013502,1.991882979096362,6.640550801559238,1.0916067055411964,6.632432901596738,0.9297771153799754
h__time__clearance_factor,0.5281144793520647,1.1149539973607272,438.920223627673,1.6197615950484024e-191,4,6.388833021964237,0.449559958764875,9.96683507211606,2.3958339096275085,7.99512943613568,1.3776209945637026,7.914983498819663,1.1484852426441203
v__time__mean,0.0016925745077416288,0.01835622082187205,7.2262322635545475,8.322809420887835e-05,4,-0.00021747377435584253,0.022266837703106616,0.0014975095525376564,0.02822944294937882,-0.0022386290690908184,0.019580508848341567,-0.010499162295984818,0.028011054658838
v__time__std,0.9482828702296169,3.92300984826414,1544.3582102666526,0.0,4,0.5257310265998532,0.08339567168934146,1.0583527447110992,0.5962941143643831,3.346284355113123,1.5384055735850035,4.8349634880480625,0.7405780470647281
v__time__rms,0.951090881765966,3.922484325452832,1544.1513294532679,0.0,4,0.5261847857802444,0.0835067719157506,1.0587669956690557,0.5962288117234312,3.3463736662291605,1.5383375402905344,4.835053257383099,0.7405961277330574
v__time__mean_abs,0.940124804212592,3.823981213024478,1505.3739375273076,0.0,4,0.4199175634939661,0.06703611666946918,0.8390137151314575,0.48733026408783975,2.68966197107562,1.2479177600710414,3.8118300230697257,0.541644051457617
v__time__ptp,0.9031245848604077,4.716649104167748,1856.7875306740357,0.0,4,4.3152840323805615,0.6947564932583625,10.791802727053518,3.300712549958554,24.910903885760113,9.894170928080722,40.61681425997189,9.68521141137168
v__time__skewness,0.4181090779062626,0.2640375671897236,103.94278895036436,1.0242554908269254e-59,4,-0.0168125392699918,0.033648609897881855,-0.0064054103373144666,0.07284514959333373,0.0835800239834763,0.1657290601039429,-0.09754469114215311,0.151355752136735
v__time__kurtosis,0.5511179606582064,0.39299561429107427,154.7092734925876,1.4526598770369242e-84,4,0.0011713130592018986,0.05104305783188576,0.4574911591571804,0.5959099839740766,-0.041692539355377645,0.2288683266354789,0.3275295072369084,0.4376540121874987
v__time__crest_factor,0.33144422688766495,0.6034619369281945,237.56284917073327,1.379137342337265e-120,4,4.283359245629903,0.3134995983472444,5.868793354790511,1.551940491783014,4.2225977131747765,0.7189538375502944,4.420907966076577,0.6204096802004462
