feature,healthy_mean,fault_mean,mean_shift,cohens_d,auc,auc_raw,auc_abs,healthy_std,fault_std
h__time__mean,0.0028849469427487105,0.00013132100830868485,-0.002753625934440026,-0.11972643167593422,0.5269903334419463,0.4730096665580536,0.5269903334419463,0.026484056938357092,0.01888204764423184
h__time__std,0.38252293075843874,2.0624396417858715,1.6799167110274327,1.651826796055268,0.999356896640428,0.999356896640428,0.999356896640428,0.03975520529839542,1.437713233610136
h__time__rms,0.3834712659882443,2.0625862361654157,1.6791149701771713,1.651144164458815,0.9993597548775817,0.9993597548775817,0.9993597548775817,0.03954472476187763,1.437626928468224
h__time__mean_abs,0.30588098062705255,1.5998940994048205,1.294013118777768,1.640653022788395,0.9986194714547856,0.9986194714547856,0.9986194714547856,0.0313815525386418,1.1149746270126382
h__time__ptp,3.185714526990194,19.658580608265375,16.472866081275182,1.860713719672184,0.9998770958023929,0.9998770958023929,0.9998770958023929,0.4248767837128797,12.512796633787952
h__time__skewness,-0.00703326056000701,-0.14620793256197748,-0.13917467200197048,-0.9706326770934286,0.7732160312805474,0.22678396871945258,0.7732160312805474,0.018009291906478434,0.20197643577711694
h__time__kurtosis,0.007222110531782048,0.8099542448271787,0.8027321342953967,1.5509960629850457,0.9023569023569024,0.9023569023569024,0.9023569023569024,0.041774028258215044,0.7307460468620004
h__time__crest_factor,4.31708042768364,5.6827321520442124,1.3656517243605721,1.4354514019950002,0.8991928338278083,0.8991928338278083,0.8991928338278083,0.30016933625759906,1.3115353174371305
h__time__impulse_factor,5.412085718855159,7.32644269868576,1.9143569798306013,1.5397622077298596,0.908968004893302,0.908968004893302,0.908968004893302,0.37921878661080854,1.7168832290271379
h__time__clearance_factor,6.388833021964237,8.767018346250786,2.37818532428655,1.589277101046296,0.9118119508611868,0.9118119508611868,0.9118119508611868,0.449559958764875,2.0679187924257123
v__time__mean,-0.00021747377435584253,-0.002403540912798665,-0.002186067138442822,-0.09139439652180038,0.5266559196949689,0.47334408030503106,0.5266559196949689,0.022266837703106616,0.02546428563199375
