feature_name,feature_set_config,dataset_name,condition_name,target_name,score,p_value,correlation,selected,feature_group,interpretation,selection_split,selection_scope,feature_grain,train_bearings,held_out_bearing,overlaps_manual_19
horizontal__ar_coefficient__coeff_2__k_10,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1462569469906735,0.0017806877421153028,-0.1462569469906735,False,time_domain,horizontal channel ar coefficient  coeff 2  k 10 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_68",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1459535045061293,0.0018207599324179587,-0.1459535045061293,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 68 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__benford_correlation,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.14569484774513144,0.001855568046635229,0.14569484774513144,False,time_domain,vertical channel benford correlation statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__benford_correlation,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.14554981128797723,0.0018753515692944112,-0.14554981128797723,False,time_domain,horizontal channel benford correlation statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1437826947121886,0.0021324008778820457,0.1437826947121886,False,time_domain,"horizontal channel agg linear trend  attr ""stderr""  chunk len 5  f agg ""mean"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1437443620874704,0.002138317587285323,-0.1437443620874704,False,time_domain,"vertical channel augmented dickey fuller  attr ""teststat""  autolag ""AIC"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__lempel_ziv_complexity__bins_3,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.14264674090495025,0.0023142351200671077,-0.14264674090495025,False,time_domain,vertical channel lempel ziv complexity  bins 3 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""abs""__coeff_21",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.14029391567055838,0.0027366304771586046,-0.14029391567055838,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 21 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13920213335845566,0.0029555336603666205,-0.13920213335845566,False,time_domain,"horizontal channel augmented dickey fuller  attr ""usedlag""  autolag ""AIC"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_63",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1391362323958745,0.0029692430690786207,0.1391362323958745,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 63 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_aggregated__aggtype_""kurtosis""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1388838450386875,0.003022283826482431,-0.1388838450386875,False,frequency,"vertical channel fft aggregated  aggtype ""kurtosis"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__absolute_sum_of_changes,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1385191288903111,0.003100453687215844,-0.1385191288903111,False,energy,vertical channel absolute sum of changes statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__mean_abs_change,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1385191288903111,0.003100453687215844,-0.1385191288903111,False,time_domain,vertical channel mean abs change statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1385191288903111,0.003100453687215844,-0.1385191288903111,False,time_domain,"vertical channel change quantiles  f agg ""mean""  isabs True  qh 1.0  ql 0.0 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"horizontal__fft_coefficient__attr_""abs""__coeff_65",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13765357971355355,0.0032933738401876634,0.13765357971355355,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 65 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_85",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13754708826541032,0.0033178475550646775,-0.13754708826541032,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 85 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13698827947792255,0.0034489992954631473,-0.13698827947792255,False,time_domain,"horizontal channel change quantiles  f agg ""var""  isabs True  qh 1.0  ql 0.2 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_20",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13614927016841366,0.0036547591710523585,0.13614927016841366,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 20 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__lempel_ziv_complexity__bins_5,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13584537447231781,0.003731989600641571,-0.13584537447231781,False,time_domain,vertical channel lempel ziv complexity  bins 5 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13500781651570762,0.003952554853307751,-0.13500781651570762,False,time_domain,"vertical channel change quantiles  f agg ""mean""  isabs False  qh 1.0  ql 0.4 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13474469556102373,0.004024242699717261,-0.13474469556102373,False,time_domain,"vertical channel change quantiles  f agg ""var""  isabs False  qh 1.0  ql 0.2 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__agg_autocorrelation__f_agg_""mean""__maxlag_40",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13421765545324127,0.00417138486188151,0.13421765545324127,False,time_domain,"vertical channel agg autocorrelation  f agg ""mean""  maxlag 40 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13400666792160262,0.004231640711281039,0.13400666792160262,False,time_domain,"vertical channel change quantiles  f agg ""var""  isabs False  qh 0.2  ql 0.0 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__partial_autocorrelation__lag_5,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13399183795516556,0.004235905447299641,0.13399183795516556,False,time_domain,vertical channel partial autocorrelation  lag 5 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1334287410883486,0.004400741028619197,0.1334287410883486,False,time_domain,"horizontal channel change quantiles  f agg ""mean""  isabs False  qh 1.0  ql 0.2 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__fft_coefficient__attr_""imag""__coeff_53",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13316477657951212,0.004479988219361071,0.13316477657951212,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 53 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""imag""__coeff_20",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13296761010775027,0.004540019706520168,0.13296761010775027,False,frequency,"vertical channel fft coefficient  attr ""imag""  coeff 20 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__fourier_entropy__bins_5,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1326880121689598,0.004626394578667179,0.1326880121689598,False,time_domain,horizontal channel fourier entropy  bins 5 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13144445244913167,0.005028805418702331,0.13144445244913167,False,time_domain,"horizontal channel change quantiles  f agg ""var""  isabs False  qh 0.6  ql 0.2 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__partial_autocorrelation__lag_4,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13102171901060475,0.005172620509789212,0.13102171901060475,False,time_domain,vertical channel partial autocorrelation  lag 4 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13088342930890415,0.005220464891894328,0.13088342930890415,False,time_domain,"horizontal channel change quantiles  f agg ""mean""  isabs True  qh 0.6  ql 0.2 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"vertical__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13036094825671093,0.00540484647929802,0.13036094825671093,False,time_domain,"vertical channel agg linear trend  attr ""stderr""  chunk len 10  f agg ""min"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__number_peaks__n_10,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.13013140325480774,0.005487689004589467,-0.13013140325480774,False,time_domain,vertical channel number peaks  n 10 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__quantile__q_0.9,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12964981820817045,0.005665215119898677,-0.12964981820817045,False,time_domain,vertical channel quantile  q 0.9 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""abs""__coeff_7",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12832115690258142,0.006182075668172602,0.12832115690258142,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 7 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
horizontal__partial_autocorrelation__lag_2,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12780015297356662,0.006396038423836329,-0.12780015297356662,False,time_domain,horizontal channel partial autocorrelation  lag 2 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12767577160226465,0.006448090597771394,0.12767577160226465,False,time_domain,"horizontal channel change quantiles  f agg ""mean""  isabs True  qh 0.6  ql 0.4 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"horizontal__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12767399228619344,0.006448837968819359,0.12767399228619344,False,time_domain,"horizontal channel change quantiles  f agg ""var""  isabs True  qh 0.8  ql 0.6 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12747067212797905,0.006534752361992906,-0.12747067212797905,False,time_domain,"vertical channel change quantiles  f agg ""var""  isabs False  qh 0.8  ql 0.4 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__fft_coefficient__attr_""abs""__coeff_3",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12741907702156055,0.006556716825443452,0.12741907702156055,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 3 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__number_peaks__n_5,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12661461598994098,0.006907847689882092,0.12661461598994098,False,time_domain,vertical channel number peaks  n 5 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
"horizontal__fft_coefficient__attr_""abs""__coeff_87",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12624691326920465,0.007073877337046311,0.12624691326920465,False,frequency,"horizontal channel fft coefficient  attr ""abs""  coeff 87 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__absolute_maximum,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12594433545960798,0.007213169748093983,0.12594433545960798,False,energy,vertical channel absolute maximum statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
vertical__ar_coefficient__coeff_2__k_10,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12588497757757522,0.007240781410467414,0.12588497757757522,False,time_domain,vertical channel ar coefficient  coeff 2  k 10 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""angle""__coeff_53",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1254044696640037,0.00746780361660306,0.1254044696640037,False,frequency,"vertical channel fft coefficient  attr ""angle""  coeff 53 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12535269267421087,0.007492642131347366,0.12535269267421087,False,time_domain,"horizontal channel change quantiles  f agg ""var""  isabs False  qh 0.6  ql 0.4 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1252464464234657,0.007543842039543631,-0.1252464464234657,False,time_domain,"vertical channel change quantiles  f agg ""mean""  isabs True  qh 0.8  ql 0.4 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,True
vertical__fourier_entropy__bins_3,EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.1251043610003935,0.007612801362122355,0.1251043610003935,False,time_domain,vertical channel fourier entropy  bins 3 statistic; selected on train bearings only to avoid held-out leakage.,train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"vertical__fft_coefficient__attr_""abs""__coeff_32",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12481972522475544,0.00775264217911581,0.12481972522475544,False,frequency,"vertical channel fft coefficient  attr ""abs""  coeff 32 statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
"horizontal__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max""",EfficientFCParameters,XJTU-SY,condition_1_35Hz12kN,rul,0.12472602533385327,0.007799176064066344,-0.12472602533385327,False,time_domain,"horizontal channel agg linear trend  attr ""slope""  chunk len 50  f agg ""max"" statistic; selected on train bearings only to avoid held-out leakage.",train_only,train_bearings_only,single_snapshot,"Bearing1_1,Bearing1_2,Bearing1_4,Bearing1_5",Bearing1_3,False
