feature,mutual_information,fisher_score,anova_f,anova_p,class_count,state_0_mean,state_0_std,state_1_mean,state_1_std,state_2_mean,state_2_std,state_3_mean,state_3_std
h__time__mean,0.003897222723159288,0.0093699304568507,1.9114658132012463,0.12647494535349038,4,-0.0031495096240957243,0.03370812124685965,0.0005755682372403469,0.023525214419571613,0.002835166735257509,0.02450138268785704,-0.005234641416934928,0.026583817989862597
h__time__std,0.7143175832992759,1.1756585250710034,239.8343391144852,7.244840180062542e-103,4,0.5925609901275243,0.18622082609911358,1.2802784996609737,0.8918109229780953,2.281903093208745,1.0973490127716623,3.4313419159138943,1.7033638539442393
h__time__rms,0.7003804967903735,1.1759757152402517,239.899045909012,6.929187193293902e-103,4,0.5938705183352354,0.18512343826499197,1.2806989277189036,0.8915176849446844,2.2823146503356675,1.0967701561465781,3.4317276567314714,1.702802147551328
h__time__mean_abs,0.7315011505940303,1.1329017342315968,231.1119537832466,3.118902720327472e-100,4,0.4671284103164101,0.1425762417542255,0.9960671889173252,0.6937112929335093,1.7633477323969988,0.8472417728813632,2.642943549391449,1.346589046236668
h__time__ptp,0.5959488311638557,1.3100813320477753,267.25659173774613,8.003446102660499e-111,4,6.559339396628067,3.5924307963164175,15.060607246730639,9.983667769278059,27.960143298128227,13.613876776125908,40.24433091708592,17.61953025484165
h__time__skewness,0.21287267415857047,0.15460520637066877,31.539462099623712,5.742396270531267e-19,4,0.009431815970442872,0.026787968658912538,-0.0635312423800109,0.08646427975821573,-0.02272335520710663,0.1263304098361683,-0.0706303058510755,0.11492588823977573
h__time__kurtosis,0.24797319738422385,0.015872016276776316,3.237891320462369,0.021835304414578937,4,0.5771870596001853,0.9150946450234323,0.8764387041184591,0.9315218374298618,0.900102828832504,0.6421212870069063,2.9421667167199494,16.688190702538677
h__time__crest_factor,0.18666503920959565,0.063424012946011,12.93849864098628,3.3280933102818015e-08,4,5.604888132224579,2.0440021773609764,6.4700807508069,1.5501073066512785,6.648214260069824,1.4040949379458942,6.609514358275568,2.7454636723878014
h__time__impulse_factor,0.19553574012427655,0.05974133244703477,12.187231819195095,9.367294789717494e-08,4,7.147423644751254,2.7460347343243074,8.32172264387061,2.0942892817701013,8.598963168909924,1.853541338654261,8.798286360012098,5.239745876738663
h__time__clearance_factor,0.21066406618952382,0.06036936488103477,12.315350435731126,7.850706792020648e-08,4,8.493433626811022,3.3239913244598713,9.936215950917786,2.557930737264846,10.314976241853085,2.2524580479120115,10.663852332138253,7.029145596056338
v__time__mean,0.0015329453424555162,0.0009869960530807973,0.2013471948288908,0.895461827210077,4,-0.00019058417972392112,0.03160000350374353,-0.00038736785248293706,0.023768199578785836,0.0014674158845109982,0.023853601772812157,-0.001518421247029803,0.030859947025990042
v__time__std,0.886096194523369,1.341256166306098,273.61625792644446,1.3305504561073035e-112,4,0.6063517294289913,0.0727410176004825,1.4176742152151014,1.0403271955083477,2.513330190973216,1.1765652015675008,4.551501531391166,2.3923663751700848
v__time__rms,0.8878134316900443,1.3408486918261697,273.5331331325388,1.4032477558953904e-112,4,0.607186606422049,0.07264087656770302,1.4179519975428676,1.040220199875622,2.513489491824045,1.1764676130323588,4.551626477575654,2.392328178546237
v__time__mean_abs,0.87784318506187,1.3616381647124964,277.77418560135015,9.408110842390175e-114,4,0.48296030796746015,0.05768149161934061,1.1045865250934135,0.7856651380481087,2.009913530888624,0.9435529956190466,3.6661474214618806,1.9528398364664252
v__time__ptp,0.6220965309915274,1.2934331482143404,263.8603622357255,7.299281145115507e-110,4,5.42228833335792,0.9473296794563726,12.565456438755643,8.338555709380973,21.470408718081288,10.23504029270731,36.26165056228638,18.582857442217673
v__time__skewness,0.2570856641856938,0.08973553980872326,18.306050120982665,2.1932414166213178e-11,4,0.01327147086705812,0.038164377245979354,-0.034269700637119094,0.11469742307611082,-0.055792714705766897,0.10664309326140119,-0.03849596731684535,0.17311076739550973
v__time__kurtosis,0.2475835352185849,0.012926685661674169,2.6370438749815337,0.048845257373804865,4,0.0973636308292822,0.1310729085147842,0.3173769583573217,0.41083314743622695,-0.012849871631616622,0.20249076595635399,0.1933082351695356,2.930422796149687
v__time__crest_factor,0.07794100966208628,0.01537987681685496,3.137494870638415,0.024999433376707157,4,4.701890538102529,0.6682640662282524,4.852192004774819,0.9540011378762158,4.545934755180931,0.750056116614215,4.481701300407826,2.032526132399595
v__time__impulse_factor,0.14445811959044663,0.015751504940195227,3.2133070077998442,0.022571571655638903,4,5.913317874853978,0.8582803666538932,6.172870766928637,1.2316796390042968,5.695755410644177,0.9548080671628325,5.664148058915898,3.2303614856622107
v__time__clearance_factor,0.09770293357945015,0.016149912495335286,3.2945821490484035,0.020226495394825596,4,6.990796347533785,1.0238230256587628,7.342622389260017,1.4826174029641601,6.724982063150669,1.134335162323364,6.709960674002383,4.191078168589599
mag__time__mean,0.8094580268983338,1.3709402975590157,279.6718207020392,2.8294513977913798e-114,4,0.7478505287936478,0.15077933876602703,1.6399156053521367,1.1233762513988124,2.957333665845455,1.3506427895463942,4.997598337973197,2.508283809326694
mag__time__std,0.7070255535192675,1.3745033553832315,280.39868449818033,1.7880291970026346e-114,4,0.4137191887341141,0.08790200434113889,1.003436787651647,0.754623532562825,1.714083175702725,0.7780944153834055,2.8451663352217627,1.3245298328059998
mag__time__rms,0.8025102709500909,1.382307388991756,281.9907073543184,6.558968054224155e-115,4,0.8547918299662955,0.1738852475989084,1.9240853539364204,1.3511236095790522,3.4200306373039435,1.5546577914373787,5.7561588475212035,2.8255022369516154
mag__time__mean_abs,0.8094580268983338,1.3709402975590157,279.6718207020392,2.8294513977913798e-114,4,0.7478505287936478,0.15077933876602703,1.6399156053521367,1.1233762513988124,2.957333665845455,1.3506427895463942,4.997598337973197,2.508283809326694
mag__time__ptp,0.5740604040603343,1.3293027700482773,271.17776508984855,6.359733548774786e-112,4,3.9350371950267675,1.8230515084382595,8.705384645716254,5.7819143515746,15.99078714496596,7.469443372368723,23.507957845627896,10.56865619324858
mag__time__skewness,0.21699488372629006,0.02567970775216581,5.238660381441885,0.001415283312108959,4,0.9322900650265932,0.31679766296939227,1.0797048755278233,0.3270163789236466,0.9539023412058888,0.19631737971001928,0.938129056785425,0.7229264540636006
