experiment_id,dataset,split,task,feature_subset,label_source_included,model,feature_count,max_epochs,last_epoch,best_epoch,best_metric,primary_metric,val_primary,test_primary,val_loss,test_loss,status,notes
xjtu_main_rul_mlp_compact_with_reference,XJTU-SY,xjtu_bearing_index_split,rul_tabular,compact_with_reference,yes,mlp,8,50,50,9,0.060795125109559325,RMSE,0.28907587570512255,0.4689084477053923,0.08369079454587985,0.223476385430331,completed,mag__time__rms included; reference-feature effect caveat applies
xjtu_main_health_mlp_compact_with_reference,XJTU-SY,xjtu_bearing_index_split,health_state_tabular,compact_with_reference,yes,mlp,7,50,50,11,1.2563086428457781,WeightedF1,0.5708064830632816,0.368269487207346,1.9672523068002192,6.7959747482746025,completed,mag__time__rms included; reference-feature effect caveat applies
xjtu_main_early_mlp_compact_with_reference,XJTU-SY,xjtu_bearing_index_split,early_fault_tabular,compact_with_reference,yes,mlp,6,50,50,13,0.7019937384339983,WeightedF1,0.6398188170490574,0.8416822329553054,0.9759815546462224,4.997978470991207,completed,mag__time__rms included; reference-feature effect caveat applies
phm_official_rul_mlp_compact_with_reference,PHM2012,phm2012_official,rul_tabular,compact_with_reference,yes,mlp,8,50,50,50,0.12584928363412137,RMSE,0.3548010117510944,0.36084950191066717,0.12584928363412137,0.13015265121184322,completed,mag__time__rms included; reference-feature effect caveat applies
phm_official_health_mlp_compact_with_reference,PHM2012,phm2012_official,health_state_tabular,compact_with_reference,yes,mlp,6,50,50,1,1.6327598329244248,WeightedF1,0.20976372558556625,0.41733733705109277,2.6155049305107823,1.7614777636705525,completed,mag__time__rms included; reference-feature effect caveat applies
phm_official_early_mlp_compact_with_reference,PHM2012,phm2012_official,early_fault_tabular,compact_with_reference,yes,mlp,8,50,50,1,0.7988331925666009,WeightedF1,0.43448141944877844,0.6723498373708364,1.3513239176409275,0.7619407856175662,completed,mag__time__rms included; reference-feature effect caveat applies
